GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Sichuan-Coal_300_RC-12701,2035,630091,6059,.
Sichuan-Coal_300_RC-12711,2035,630091,6059,.
Sichuan-Coal_300_RC-12721,2035,630091,6059,.
Sichuan-Coal_600_RC-12689,2035,582951,5349,.
Sichuan-Coal_600_RC-12699,2035,582951,5349,.
Sichuan-Coal_600_RC-12709,2035,582951,5349,.
Sichuan-Coal_600_RC-12719,2035,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2035,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2035,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2035,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2035,1634880,15000,.
Sichuan-Commercial_PV-115,2035,1500000,15000,.
Sichuan-Commercial_PV-116,2035,1500000,15000,.
Sichuan-Commercial_PV-117,2035,1500000,15000,.
Sichuan-Commercial_PV-118,2035,1500000,15000,.
Sichuan-Commercial_PV-119,2035,1500000,15000,.
Sichuan-Commercial_PV-120,2035,1500000,15000,.
Sichuan-Commercial_PV-121,2035,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2035,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2035,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2035,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2035,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2035,484343,4657,.
Sichuan-Nuclear_SMR-13089,2035,4034304,36000,.
Sichuan-Residential_PV-315,2035,2249887,22499,.
Sichuan-Residential_PV-316,2035,2249887,22499,.
Sichuan-Residential_PV-317,2035,2249887,22499,.
Sichuan-Residential_PV-318,2035,2249887,22499,.
Sichuan-Residential_PV-319,2035,2249887,22499,.
Sichuan-Residential_PV-320,2035,2249887,22499,.
Sichuan-Residential_PV-321,2035,2249887,22499,.
Sichuan-Wind-1049,2035,1079254,10750,.
Sichuan-Wind-1066,2035,1079254,10750,.
Sichuan-Wind-1200,2035,1079254,10750,.
Zhejiang-Battery_Storage-11181,2035,1328640,12000,0
Zhejiang-Central_PV-547,2035,1200000,12000,.
Zhejiang-Central_PV-548,2035,1200000,12000,.
Zhejiang-Central_PV-549,2035,1200000,12000,.
Zhejiang-Central_PV-550,2035,1200000,12000,.
Zhejiang-Central_PV-551,2035,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2035,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2035,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2035,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2035,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2035,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2035,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2035,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2035,578584,5309,.
Zhejiang-Coal_300_OT-12067,2035,591611,5689,.
Zhejiang-Coal_300_RC-12039,2035,630091,6059,.
Zhejiang-Coal_300_RC-12049,2035,630091,6059,.
Zhejiang-Coal_300_RC-12075,2035,630091,6059,.
Zhejiang-Coal_300_RC-12093,2035,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2035,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2035,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2035,630084,6059,.
Zhejiang-Coal_600_OT-12065,2035,572364,5251,.
Zhejiang-Coal_600_RC-12037,2035,582951,5349,.
Zhejiang-Coal_600_RC-12047,2035,582951,5349,.
Zhejiang-Coal_600_RC-12073,2035,582951,5349,.
Zhejiang-Coal_600_RC-12091,2035,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2035,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2035,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2035,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2035,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2035,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2035,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2035,1634880,15000,.
Zhejiang-Commercial_PV-147,2035,1500000,15000,.
Zhejiang-Commercial_PV-148,2035,1500000,15000,.
Zhejiang-Commercial_PV-149,2035,1500000,15000,.
Zhejiang-Commercial_PV-150,2035,1500000,15000,.
Zhejiang-Commercial_PV-151,2035,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2035,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2035,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2035,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2035,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2035,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2035,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2035,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2035,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2035,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2035,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2035,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2035,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2035,2132833,21243,.
Zhejiang-Residential_PV-347,2035,2249887,22499,.
Zhejiang-Residential_PV-348,2035,2249887,22499,.
Zhejiang-Residential_PV-349,2035,2249887,22499,.
Zhejiang-Residential_PV-350,2035,2249887,22499,.
Zhejiang-Residential_PV-351,2035,2249887,22499,.
Zhejiang-Wind-1048,2035,1079254,10750,.
Zhejiang-Wind-1051,2035,1079254,10750,.
Zhejiang-Wind-1053,2035,1079254,10750,.
Zhejiang-Wind-1054,2035,1079254,10750,.
Zhejiang-Wind-1056,2035,1079254,10750,.
Zhejiang-Wind-1059,2035,1079254,10750,.
Zhejiang-Wind-1061,2035,1079254,10750,.
Zhejiang-Wind-1065,2035,1079254,10750,.
Zhejiang-Wind-1067,2035,1079254,10750,.
Zhejiang-Wind-1157,2035,1079254,10750,.
Anhui-Battery_Storage-11177,2040,1328640,12000,0
Anhui-Central_PV-401,2040,1200000,12000,.
Anhui-Central_PV-402,2040,1200000,12000,.
Anhui-Central_PV-403,2040,1200000,12000,.
Anhui-Central_PV-404,2040,1200000,12000,.
Anhui-Coal_1000_OT-12107,2040,549787,5044,.
Anhui-Coal_1000_RC-12115,2040,578592,5309,.
Anhui-Coal_1000_RC-12125,2040,578592,5309,.
Anhui-Coal_300_OT-12111,2040,591611,5689,.
Anhui-Coal_300_RC-12119,2040,630091,6059,.
Anhui-Coal_300_RC-12129,2040,630091,6059,.
Anhui-Coal_600_OT-12109,2040,572364,5251,.
Anhui-Coal_600_RC-12117,2040,582951,5349,.
Anhui-Coal_600_RC-12127,2040,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2040,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2040,1634880,15000,.
Anhui-Commercial_PV-2,2040,1500000,15000,.
Anhui-Commercial_PV-3,2040,1500000,15000,.
Anhui-Commercial_PV-4,2040,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2040,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2040,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2040,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2040,484343,4657,.
Anhui-Nuclear_SMR-13106,2040,4034304,36000,.
Anhui-Residential_PV-201,2040,2200094,22001,.
Anhui-Residential_PV-202,2040,2200094,22001,.
Anhui-Residential_PV-203,2040,2200094,22001,.
Anhui-Residential_PV-204,2040,2200094,22001,.
Anhui-Wind-1081,2040,1054209,10500,.
Anhui-Wind-1082,2040,1054209,10500,.
Anhui-Wind-1083,2040,1054209,10500,.
Anhui-Wind-1155,2040,1054209,10500,.
Anhui-Wind-1158,2040,1054209,10500,.
Fujian-Battery_Storage-11178,2040,1328640,12000,0
Fujian-Central_PV-407,2040,1200000,12000,.
Fujian-Central_PV-408,2040,1200000,12000,.
Fujian-Central_PV-409,2040,1200000,12000,.
Fujian-Central_PV-410,2040,1200000,12000,.
Fujian-Central_PV-411,2040,1200000,12000,.
Fujian-Central_PV-600,2040,1200000,12000,.
Fujian-Coal_1000_OT-12153,2040,549787,5044,.
Fujian-Coal_1000_RC-12135,2040,578592,5309,.
Fujian-Coal_1000_RC-12161,2040,578592,5309,.
Fujian-Coal_1000_RC-12171,2040,578592,5309,.
Fujian-Coal_1000_SEA-12145,2040,578584,5309,.
Fujian-Coal_1000_SEA-12181,2040,578584,5309,.
Fujian-Coal_300_OT-12157,2040,591611,5689,.
Fujian-Coal_300_RC-12139,2040,630091,6059,.
Fujian-Coal_300_RC-12165,2040,630091,6059,.
Fujian-Coal_300_RC-12175,2040,630091,6059,.
Fujian-Coal_300_SEA-12149,2040,630084,6059,.
Fujian-Coal_300_SEA-12185,2040,630084,6059,.
Fujian-Coal_600_OT-12155,2040,572364,5251,.
Fujian-Coal_600_RC-12137,2040,582951,5349,.
Fujian-Coal_600_RC-12163,2040,582951,5349,.
Fujian-Coal_600_RC-12173,2040,582951,5349,.
Fujian-Coal_600_SEA-12147,2040,582944,5349,.
Fujian-Coal_600_SEA-12183,2040,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2040,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2040,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2040,1634880,15000,.
Fujian-Commercial_PV-10,2040,1500000,15000,.
Fujian-Commercial_PV-11,2040,1500000,15000,.
Fujian-Commercial_PV-200,2040,1500000,15000,.
Fujian-Commercial_PV-7,2040,1500000,15000,.
Fujian-Commercial_PV-8,2040,1500000,15000,.
Fujian-Commercial_PV-9,2040,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2040,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2040,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2040,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2040,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2040,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2040,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2040,484343,4657,.
Fujian-Nuclear_SEA-13125,2040,2140637,18000,.
Fujian-Nuclear_SEA-13130,2040,2140637,18000,.
Fujian-Nuclear_SMR-13123,2040,4034304,36000,.
Fujian-Offshore_Wind-13118,2040,2104835,20965,.
Fujian-Residential_PV-207,2040,2200094,22001,.
Fujian-Residential_PV-208,2040,2200094,22001,.
Fujian-Residential_PV-209,2040,2200094,22001,.
Fujian-Residential_PV-210,2040,2200094,22001,.
Fujian-Residential_PV-211,2040,2200094,22001,.
Fujian-Residential_PV-400,2040,2200094,22001,.
Fujian-Wind-1021,2040,1054209,10500,.
Fujian-Wind-1022,2040,1054209,10500,.
Fujian-Wind-1024,2040,1054209,10500,.
Fujian-Wind-1029,2040,1054209,10500,.
Fujian-Wind-1035,2040,1054209,10500,.
Fujian-Wind-1042,2040,1054209,10500,.
Fujian-Wind-1044,2040,1054209,10500,.
Jiangsu-Battery_Storage-11179,2040,1328640,12000,0
Jiangsu-Central_PV-474,2040,1200000,12000,.
Jiangsu-Central_PV-475,2040,1200000,12000,.
Jiangsu-Central_PV-476,2040,1200000,12000,.
Jiangsu-Central_PV-477,2040,1200000,12000,.
Jiangsu-Central_PV-478,2040,1200000,12000,.
Jiangsu-Central_PV-570,2040,1200000,12000,.
Jiangsu-Central_PV-571,2040,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2040,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2040,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2040,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2040,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2040,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2040,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2040,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2040,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2040,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2040,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2040,578584,5309,.
Jiangsu-Coal_300_OT-11941,2040,591611,5689,.
Jiangsu-Coal_300_OT-11959,2040,591611,5689,.
Jiangsu-Coal_300_OT-11977,2040,591611,5689,.
Jiangsu-Coal_300_OT-12003,2040,591611,5689,.
Jiangsu-Coal_300_OT-12021,2040,591611,5689,.
Jiangsu-Coal_300_RC-11949,2040,630091,6059,.
Jiangsu-Coal_300_RC-11967,2040,630091,6059,.
Jiangsu-Coal_300_RC-11985,2040,630091,6059,.
Jiangsu-Coal_300_RC-12011,2040,630091,6059,.
Jiangsu-Coal_300_RC-12029,2040,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2040,630084,6059,.
Jiangsu-Coal_600_OT-11939,2040,572364,5251,.
Jiangsu-Coal_600_OT-11957,2040,572364,5251,.
Jiangsu-Coal_600_OT-11975,2040,572364,5251,.
Jiangsu-Coal_600_OT-12001,2040,572364,5251,.
Jiangsu-Coal_600_OT-12019,2040,572364,5251,.
Jiangsu-Coal_600_RC-11947,2040,582951,5349,.
Jiangsu-Coal_600_RC-11965,2040,582951,5349,.
Jiangsu-Coal_600_RC-11983,2040,582951,5349,.
Jiangsu-Coal_600_RC-12009,2040,582951,5349,.
Jiangsu-Coal_600_RC-12027,2040,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2040,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2040,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2040,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2040,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2040,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2040,1634880,15000,.
Jiangsu-Commercial_PV-129,2040,1500000,15000,.
Jiangsu-Commercial_PV-170,2040,1500000,15000,.
Jiangsu-Commercial_PV-74,2040,1500000,15000,.
Jiangsu-Commercial_PV-75,2040,1500000,15000,.
Jiangsu-Commercial_PV-76,2040,1500000,15000,.
Jiangsu-Commercial_PV-77,2040,1500000,15000,.
Jiangsu-Commercial_PV-78,2040,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2040,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2040,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2040,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2040,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2040,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2040,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2040,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2040,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2040,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2040,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2040,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2040,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2040,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2040,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2040,2104835,20965,.
Jiangsu-Residential_PV-274,2040,2200094,22001,.
Jiangsu-Residential_PV-275,2040,2200094,22001,.
Jiangsu-Residential_PV-276,2040,2200094,22001,.
Jiangsu-Residential_PV-277,2040,2200094,22001,.
Jiangsu-Residential_PV-278,2040,2200094,22001,.
Jiangsu-Residential_PV-357,2040,2200094,22001,.
Jiangsu-Residential_PV-370,2040,2200094,22001,.
Jiangsu-Wind-1078,2040,1054209,10500,.
Jiangsu-Wind-1079,2040,1054209,10500,.
Jiangsu-Wind-1080,2040,1054209,10500,.
Jiangsu-Wind-1084,2040,1054209,10500,.
Jiangsu-Wind-1085,2040,1054209,10500,.
Jiangsu-Wind-1088,2040,1054209,10500,.
Jiangsu-Wind-1089,2040,1054209,10500,.
Jiangsu-Wind-1092,2040,1054209,10500,.
Jiangsu-Wind-1093,2040,1054209,10500,.
Jiangsu-Wind-1094,2040,1054209,10500,.
Jiangsu-Wind-1096,2040,1054209,10500,.
Jiangsu-Wind-1159,2040,1054209,10500,.
Shanghai-Battery_Storage-11180,2040,1328640,12000,0
Shanghai-Central_PV-509,2040,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2040,549787,5044,.
Shanghai-Coal_1000_RC-11919,2040,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2040,578584,5309,.
Shanghai-Coal_300_OT-11915,2040,591611,5689,.
Shanghai-Coal_300_RC-11923,2040,630091,6059,.
Shanghai-Coal_300_SEA-11933,2040,630084,6059,.
Shanghai-Coal_600_OT-11913,2040,572364,5251,.
Shanghai-Coal_600_RC-11921,2040,582951,5349,.
Shanghai-Coal_600_SEA-11931,2040,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2040,1634880,15000,.
Shanghai-Commercial_PV-109,2040,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2040,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2040,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2040,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2040,484343,4657,.
Shanghai-Offshore_Wind-13152,2040,2104835,20965,.
Shanghai-Residential_PV-309,2040,2200094,22001,.
Shanghai-Wind-1068,2040,1054209,10500,.
Shanghai-Wind-1069,2040,1054209,10500,.
Shanghai-Wind-1072,2040,1054209,10500,.
Sichuan-Battery_Storage-11176,2040,1328640,12000,0
Sichuan-Central_PV-515,2040,1200000,12000,.
Sichuan-Central_PV-516,2040,1200000,12000,.
Sichuan-Central_PV-517,2040,1200000,12000,.
Sichuan-Central_PV-518,2040,1200000,12000,.
Sichuan-Central_PV-519,2040,1200000,12000,.
Sichuan-Central_PV-520,2040,1200000,12000,.
Sichuan-Central_PV-521,2040,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2040,578592,5309,.
Sichuan-Coal_1000_RC-12697,2040,578592,5309,.
Sichuan-Coal_1000_RC-12707,2040,578592,5309,.
Sichuan-Coal_1000_RC-12717,2040,578592,5309,.
Sichuan-Coal_300_RC-12691,2040,630091,6059,.
Sichuan-Coal_300_RC-12701,2040,630091,6059,.
Sichuan-Coal_300_RC-12711,2040,630091,6059,.
Sichuan-Coal_300_RC-12721,2040,630091,6059,.
Sichuan-Coal_600_RC-12689,2040,582951,5349,.
Sichuan-Coal_600_RC-12699,2040,582951,5349,.
Sichuan-Coal_600_RC-12709,2040,582951,5349,.
Sichuan-Coal_600_RC-12719,2040,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2040,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2040,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2040,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2040,1634880,15000,.
Sichuan-Commercial_PV-115,2040,1500000,15000,.
Sichuan-Commercial_PV-116,2040,1500000,15000,.
Sichuan-Commercial_PV-117,2040,1500000,15000,.
Sichuan-Commercial_PV-118,2040,1500000,15000,.
Sichuan-Commercial_PV-119,2040,1500000,15000,.
Sichuan-Commercial_PV-120,2040,1500000,15000,.
Sichuan-Commercial_PV-121,2040,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2040,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2040,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2040,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2040,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2040,484343,4657,.
Sichuan-Nuclear_SMR-13089,2040,4034304,36000,.
Sichuan-Residential_PV-315,2040,2200094,22001,.
Sichuan-Residential_PV-316,2040,2200094,22001,.
Sichuan-Residential_PV-317,2040,2200094,22001,.
Sichuan-Residential_PV-318,2040,2200094,22001,.
Sichuan-Residential_PV-319,2040,2200094,22001,.
Sichuan-Residential_PV-320,2040,2200094,22001,.
Sichuan-Residential_PV-321,2040,2200094,22001,.
Sichuan-Wind-1049,2040,1054209,10500,.
Sichuan-Wind-1066,2040,1054209,10500,.
Sichuan-Wind-1200,2040,1054209,10500,.
Zhejiang-Battery_Storage-11181,2040,1328640,12000,0
Zhejiang-Central_PV-547,2040,1200000,12000,.
Zhejiang-Central_PV-548,2040,1200000,12000,.
Zhejiang-Central_PV-549,2040,1200000,12000,.
Zhejiang-Central_PV-550,2040,1200000,12000,.
Zhejiang-Central_PV-551,2040,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2040,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2040,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2040,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2040,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2040,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2040,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2040,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2040,578584,5309,.
Zhejiang-Coal_300_OT-12067,2040,591611,5689,.
Zhejiang-Coal_300_RC-12039,2040,630091,6059,.
Zhejiang-Coal_300_RC-12049,2040,630091,6059,.
Zhejiang-Coal_300_RC-12075,2040,630091,6059,.
Zhejiang-Coal_300_RC-12093,2040,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2040,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2040,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2040,630084,6059,.
Zhejiang-Coal_600_OT-12065,2040,572364,5251,.
Zhejiang-Coal_600_RC-12037,2040,582951,5349,.
Zhejiang-Coal_600_RC-12047,2040,582951,5349,.
Zhejiang-Coal_600_RC-12073,2040,582951,5349,.
Zhejiang-Coal_600_RC-12091,2040,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2040,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2040,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2040,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2040,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2040,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2040,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2040,1634880,15000,.
Zhejiang-Commercial_PV-147,2040,1500000,15000,.
Zhejiang-Commercial_PV-148,2040,1500000,15000,.
Zhejiang-Commercial_PV-149,2040,1500000,15000,.
Zhejiang-Commercial_PV-150,2040,1500000,15000,.
Zhejiang-Commercial_PV-151,2040,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2040,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2040,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2040,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2040,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2040,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2040,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2040,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2040,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2040,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2040,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2040,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2040,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2040,2104835,20965,.
Zhejiang-Residential_PV-347,2040,2200094,22001,.
Zhejiang-Residential_PV-348,2040,2200094,22001,.
Zhejiang-Residential_PV-349,2040,2200094,22001,.
Zhejiang-Residential_PV-350,2040,2200094,22001,.
Zhejiang-Residential_PV-351,2040,2200094,22001,.
Zhejiang-Wind-1048,2040,1054209,10500,.
Zhejiang-Wind-1051,2040,1054209,10500,.
Zhejiang-Wind-1053,2040,1054209,10500,.
Zhejiang-Wind-1054,2040,1054209,10500,.
Zhejiang-Wind-1056,2040,1054209,10500,.
Zhejiang-Wind-1059,2040,1054209,10500,.
Zhejiang-Wind-1061,2040,1054209,10500,.
Zhejiang-Wind-1065,2040,1054209,10500,.
Zhejiang-Wind-1067,2040,1054209,10500,.
Zhejiang-Wind-1157,2040,1054209,10500,.
Anhui-Battery_Storage-11177,2045,1328640,12000,0
Anhui-Central_PV-401,2045,1200000,12000,.
Anhui-Central_PV-402,2045,1200000,12000,.
Anhui-Central_PV-403,2045,1200000,12000,.
Anhui-Central_PV-404,2045,1200000,12000,.
Anhui-Coal_1000_OT-12107,2045,549787,5044,.
Anhui-Coal_1000_RC-12115,2045,578592,5309,.
Anhui-Coal_1000_RC-12125,2045,578592,5309,.
Anhui-Coal_300_OT-12111,2045,591611,5689,.
Anhui-Coal_300_RC-12119,2045,630091,6059,.
Anhui-Coal_300_RC-12129,2045,630091,6059,.
Anhui-Coal_600_OT-12109,2045,572364,5251,.
Anhui-Coal_600_RC-12117,2045,582951,5349,.
Anhui-Coal_600_RC-12127,2045,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2045,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2045,1634880,15000,.
Anhui-Commercial_PV-2,2045,1500000,15000,.
Anhui-Commercial_PV-3,2045,1500000,15000,.
Anhui-Commercial_PV-4,2045,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2045,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2045,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2045,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2045,484343,4657,.
Anhui-Nuclear_SMR-13106,2045,4034304,36000,.
Anhui-Residential_PV-201,2045,2149909,21499,.
Anhui-Residential_PV-202,2045,2149909,21499,.
Anhui-Residential_PV-203,2045,2149909,21499,.
Anhui-Residential_PV-204,2045,2149909,21499,.
Anhui-Wind-1081,2045,1028649,10245,.
Anhui-Wind-1082,2045,1028649,10245,.
Anhui-Wind-1083,2045,1028649,10245,.
Anhui-Wind-1155,2045,1028649,10245,.
Anhui-Wind-1158,2045,1028649,10245,.
Fujian-Battery_Storage-11178,2045,1328640,12000,0
Fujian-Central_PV-407,2045,1200000,12000,.
Fujian-Central_PV-408,2045,1200000,12000,.
Fujian-Central_PV-409,2045,1200000,12000,.
Fujian-Central_PV-410,2045,1200000,12000,.
Fujian-Central_PV-411,2045,1200000,12000,.
Fujian-Central_PV-600,2045,1200000,12000,.
Fujian-Coal_1000_OT-12153,2045,549787,5044,.
Fujian-Coal_1000_RC-12135,2045,578592,5309,.
Fujian-Coal_1000_RC-12161,2045,578592,5309,.
Fujian-Coal_1000_RC-12171,2045,578592,5309,.
Fujian-Coal_1000_SEA-12145,2045,578584,5309,.
Fujian-Coal_1000_SEA-12181,2045,578584,5309,.
Fujian-Coal_300_OT-12157,2045,591611,5689,.
Fujian-Coal_300_RC-12139,2045,630091,6059,.
Fujian-Coal_300_RC-12165,2045,630091,6059,.
Fujian-Coal_300_RC-12175,2045,630091,6059,.
Fujian-Coal_300_SEA-12149,2045,630084,6059,.
Fujian-Coal_300_SEA-12185,2045,630084,6059,.
Fujian-Coal_600_OT-12155,2045,572364,5251,.
Fujian-Coal_600_RC-12137,2045,582951,5349,.
Fujian-Coal_600_RC-12163,2045,582951,5349,.
Fujian-Coal_600_RC-12173,2045,582951,5349,.
Fujian-Coal_600_SEA-12147,2045,582944,5349,.
Fujian-Coal_600_SEA-12183,2045,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2045,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2045,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2045,1634880,15000,.
Fujian-Commercial_PV-10,2045,1500000,15000,.
Fujian-Commercial_PV-11,2045,1500000,15000,.
Fujian-Commercial_PV-200,2045,1500000,15000,.
